output,input,instruction,__split__,index,instruction_len_words,input_len_words,output_len_words,instruction_sents,input_sents,output_sents,instruction_readability,flagged_suicide_in_instruction,flagged_suicide_in_input,flagged_suicide_in_output,instr_emails,instr_phones,input_emails,input_phones,output_emails,output_phones,__split__
"I understand your concern, but when I say falling apart, I mean allowing yourself to express the feelings that you've been keeping inside in order to stay safe and focused. It's important to remember that you have a right to your feelings, such as sadness and fear, especially now that you're in a safer environment. The goal is to help you break the cycle of reliving the pain and suppressing your emotions.",I'm falling apart. I'm not really… That does not sound good to me at all. I don't want to fall apart.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,4174,16,21,72,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It seems like you desire a more open and understanding relationship with your parents. Based on your past experiences, approaching them directly hasn't worked out well. Can you think of any alternative ways to initiate a conversation with them, such as writing a letter to express your feelings or seeking the help of a family member or a therapist to mediate the conversation?","I have tried talking to my parents about certain things in the past, but it never worked. So I started hiding things from them because I think some parents are better off not knowing some things their kids do. I don't like this secrecy, and I wish I could have an open relationship with my parents like my friend who has a great relationship with their parents.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1919,16,67,63,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It's completely normal to feel a bit overwhelmed when seeking help. Can you please share a bit more about what's been going on in your life, so I can better understand and guide you?","I feel like I really need some help, but I don't know where to start.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7312,16,15,34,1,1,2,,False,False,False,[],[],[],[],[],[],train
"It seems like you've recognized that you're not expressing your emotions the way that you used to, and perhaps there are some feelings that are waiting to come out. The fact that you gave up hope of finding a partner five years ago could have led to a sense of unfulfilled dreams, which might have caused you to shut down emotionally. It's important to explore these feelings and find ways to express them, so you can start to heal and move forward.",I've noticed that I don't cry anymore and it feels like my body is telling me that I'm shut down. I need some kind of miraculous experience to help me open up again. It's been about five years since I gave up hope of ever finding a partner.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,1430,16,48,82,1,3,3,,False,False,False,[],[],[],[],[],[],train
It sounds like you're unsure about your partner's feelings and you want to ensure her well-being. I suggest having an open and honest conversation with her. Ask her if she has any concerns or thoughts she'd like to share regarding the decision. Give her the space to express herself and make sure to actively listen to her perspective.,"I'm struggling because I'm not sure if my partner is okay with a decision I made. She says it's fine, but I want to know if it's genuinely okay with her.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6931,16,31,59,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It's important that both parents remain actively involved in their children's lives. You can try discussing your concerns with your ex-partner and suggest that they spend more time with the children. However, keep in mind that it's crucial to maintain open communication and respect the boundaries set in the existing agreement. Is there any particular reason you feel they are not proactive in seeing the children?",I feel like my ex-partner should be more proactive in wanting to see our children. I wouldn't mind if they wanted to see them more than what we have agreed.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,540,16,31,67,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It's understandable that you might be feeling worried or stressed now that you've told your family about your work. It's important that they know your true profession, as it shows honesty and your dedication to the cause. I'm curious, how did you feel after telling them the truth and how do you think you can work together to eventually gain their acceptance or understanding?","I've recently told my family that I work on an HIV/AIDS CBO, which is culturally taboo for them. I used to avoid specifying where I worked or gave an alias, just mentioning it was in the health field. After revealing the truth, my family became very upset.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3692,16,48,64,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It's important to consider the potential health risks associated with smoking. While it may provide a temporary pause for you, it can lead to long-term health issues. Can you think of any alternative ways to find that pause or relief without relying on smoking?","I think part of the reason I smoked is because it gives me a pause. But, I'm not sure how serious the problem is in terms of causing health problems.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1385,16,30,45,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It sounds like you are experiencing some anxiety regarding your family relationships, particularly with your second oldest brother. Perhaps the competition within your family has created some unresolved tension or emotions. Could you share more about the nature of this competition and how it has impacted you?","I have been worrying about whether things fit right now. In my dream, my youngest brother was assaulting me, but actually, it was my second oldest brother. We had a fair amount of competition in our family.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7157,16,37,47,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It's good that you're aware of the potential risks associated with methadone and are taking steps to care for your body. While methadone can be addictive, it is used in a controlled manner under medical supervision to help you gradually taper off heroin use. Just make sure to follow the prescribed treatment plan and keep an open communication with your healthcare provider to discuss any concerns or side effects you may experience.","I'm on methadone treatment for my addiction, but I'm concerned about the effects on my body and the potential for addiction to methadone itself. I know the importance of taking care of my body and not abusing methadone like I did with heroin.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1057,16,43,72,1,2,3,,False,False,False,[],[],[],[],[],[],train
"As a counsellor, I appreciate your openness in discussing your preferences and future possibilities. It's essential to address both positive and sorrowful aspects in life to develop a comprehensive understanding of your identity. Let's dive deeper into these contrasting aspects and counter stories within your identity. Can you share an example of a situation where you've experienced contrasting emotions or thoughts?","As a patient, I need help in exploring my preferences and understanding my future possibilities, even if some might be sorrowful. I notice there are contrasting aspects in my identity and would like to know more about these counter stories.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2748,16,40,61,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It's important to recognize your achievements and the fact that you've come this far in the program. You mentioned that you've done well in many parts of the program, and that's great! It's normal to have some areas you feel you could improve on, but remember that progress takes time and consistent effort. If there are specific areas that worry you, could you please share more details?","I probably wouldn't be here if I wasn't good enough for the program, but I still feel like I'm not doing well in some aspects.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1803,16,25,67,1,1,4,,False,False,False,[],[],[],[],[],[],train
"It's understandable that you may feel this way at times. Self-doubt and feeling like we're not good enough is a common struggle. It's important to recognize and acknowledge your achievements and positive traits. The next time this feeling arises, try to take a step back and reflect on your accomplishments. Remind yourself of the positive things others have said about you, and consider how you can incorporate that into your self-image. Do you find any specific circumstances that seem to trigger these feelings?","Sometimes I don't feel good enough. I don't know what that's good enough for, but sometimes I don't see what other people see in me. A lot of people say that I'm a good person, intelligent, and hardworking, but sometimes I don't get it, you know?","If you are a counsellor, please answer the questions based on the description of the patient.",train,6954,16,46,85,1,3,6,,False,False,False,[],[],[],[],[],[],train
"It sounds like networking is important for you and reaching out to people who share your career interests. Have you considered attending events or luncheons where you can meet these people in person? In the meantime, engaging in conversations within the Facebook group may help you make meaningful connections.","I feel like I need to connect with someone who is doing what I want to do, but I don't know anyone like that yet. I think a Facebook group I'm in could be a good start to find such people.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6064,16,41,49,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It's great that you were able to tap into the greenfield state during our session. This shows that you have the ability to access this positive mental space when needed. To help remember and utilize this state more frequently, try practicing mindfulness and grounding techniques to bring yourself back to that positive experience. Don't be too hard on yourself for not always being in this state; it's normal to have various emotions and mental states throughout the day. Keep working on accessing the greenfield state to improve your overall well-being.","I recently discovered the greenfield state, which is filled with pleasant sensations. I feel like remembering this state could help me feel better more often, but I'm surprised that I was able to experience it here in the office, and I wonder why I don't just spend more time in this state.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3290,16,52,91,1,2,5,,False,False,False,[],[],[],[],[],[],train
"It's great that you want to visit the facility yourself and assess the situation. Your concern about losing your independence is valid, and exploring different Long Term Care Facilities can help you find the one that best supports your needs. What specific aspects are you looking for in a facility to maintain your independence?","I want to go and see the Long Term Care Facility for myself. I know people have told me it's okay, but I want to see it with my own eyes because I'm afraid of losing my independence.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4523,16,38,54,1,2,3,,False,False,False,[],[],[],[],[],[],train
It's great to see that you have identified and acknowledged your positive qualities. Embracing these strengths can help you deal with life challenges and improve your well-being. Can you share an instance where these qualities have helped you in overcoming a difficult situation?,"I believe I have a few good qualities, such as being adaptive, having a good sense of humor, being caring, empathetic, and thoughtful.","If you are a counsellor, please answer the questions based on the description of the patient.",train,586,16,23,44,1,1,3,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your experience. It's important to acknowledge and discuss these mood swings and energy fluctuations. It's good to hear that you haven't experienced any thoughts of self-harm or intense sadness that interferes with daily life. I would like to learn more about how these fluctuations impact your daily routine, relationships, and work. Additionally, have you ever experienced a similar episode in the past? Your answers will help us have a clearer understanding and support you in the best possible way.","Lately, I've been experiencing high energy levels and significant mood swings. I don't usually have these extreme ups and downs, but it's been happening for about two weeks now. When I have high energy, I get really productive and sometimes, even it's hard for me to sleep. During those times, I also find myself talking a lot more and jumping from one topic to another. But then, just as quickly, my mood changes, and I feel down. I haven't had any thoughts of self-harm, and I haven't experienced any periods of intense sadness or depression that has interfered with my daily life recently. Could you tell me what's going on?","If you are a counsellor, please answer the questions based on the description of the patient.",train,318,16,111,84,1,7,6,,False,False,False,[],[],[],[],[],[],train
"It's understandable that managing school, sports, and personal life can be challenging and lead to stress. It might be helpful for you to identify the factors influencing your behaviors when you're stressed. We can work together to better understand these triggers and develop coping strategies to deal with them in a healthier manner. Does any specific situation or incident come to your mind where you faced severe stress and had difficulty handling it?","I have been facing a lot of conflict lately, and my life revolves around school and sports, leaving me no time for anything else. This has led me to get into some trouble, and I'm not sure why I am acting this way when I am under stress.","If you are a counsellor, please answer the questions based on the description of the patient.",train,5316,16,48,73,1,2,4,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your feelings and being open to therapy. We'll focus on breaking your problems into smaller pieces to make them more manageable. By filling out the Beck Inventory form, we can monitor your progress and identify any specific issues that affect you at different times. Meanwhile, we'll also work on developing effective coping skills to handle a broad range of issues. Does this approach sound right for you?","I have been feeling down, sad, and depressed lately, and it's affecting my daily life. I am willing to participate in therapy sessions and fill out the Beck Inventory form to monitor my feelings and identify any problems that affect me more keenly at different times.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2407,16,46,71,1,2,5,,False,False,False,[],[],[],[],[],[],train
"It's great that you're acknowledging the reality that it's not possible to be happy all the time. Life indeed has its ups and downs, and it's essential to accept and embrace the full range of emotions we experience. Remember, it's entirely normal to have occasional lows. Are there any specific situations that have led you to this realization?","I've been feeling like I should be happy all the time, but recently I've realized that sometimes it's okay to not feel bubbly and that life isn't always going to be a bowl of cherries.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7306,16,35,58,1,1,4,,False,False,False,[],[],[],[],[],[],train
"As the counsellor, I am glad to hear that you have been able to avoid engaging in the concerning behavior again. It demonstrates that you're dedicated to making positive changes in your life. Remember to be patient with yourself and continue seeking support when needed. If you ever find yourself struggling or tempted to revert to the old behavior, please feel free to reach out and share your concerns with me.","As the patient, I previously engaged in a behavior that has caused me concern. I made a considerable effort to avoid repeating it, and I am proud to report that I have successfully refrained from indulging in that behavior again.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4652,16,40,71,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It's great that you want to improve and create a better environment for your daughters. Sometimes, our environment might affect our mental well-being. Can you identify any specific patterns or triggers leading to these untidy situations, so we can address them more effectively and ensure a cleaner life for you and your family?","I have a hard time with some situations, like when I can't find a paper I signed and left on the table. My life feels untidy in these moments. I want to make it cleaner for my daughters who are 11 and 12 years old. They haven't confronted me about any problems they might be noticing, but I am worried if they are seeing these issues and not expressing it.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6571,16,70,54,1,4,3,,False,False,False,[],[],[],[],[],[],train
"It's completely understandable that you may feel nervous during a counselling session, especially when it's new for you. Sweating is a natural response to stress or anxiety, and it will likely lessen as you grow more comfortable with the counselling process. Remember that my goal is to help you, not to scare you. If you have any concerns about our sessions or feel uncomfortable, please feel free to discuss them with me so we can work together to address them.","I met my counsellor today and I was a bit nervous during our conversation. My hands were sweating while we were talking, and I mentioned that they cause me to feel a bit embarrassed when shaking hands. I also told them that I find the counselling sessions a bit scary.","If you are a counsellor, please answer the questions based on the description of the patient.",train,742,16,50,80,1,3,4,,False,False,False,[],[],[],[],[],[],train
"I understand that emotions can sometimes be confusing and intertwined. You have made a great step by starting a diary and tracking your emotions. I will take a look at your diary entries and work with you to address those thoughts, helping you to modify and adapt them to feel better. Keep up the good work!","I have been feeling upset, angry, and sad lately. It's hard for me to separate my emotions. I started a diary about a week ago, and I've written down my responses to various situations for you to see.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4507,16,38,56,1,3,4,,False,False,False,[],[],[],[],[],[],train
"It sounds like you experienced some frustration at the beach today when you couldn't move your belongings quickly enough to avoid the water. It might be helpful to explore why this situation frustrated you and if there's something you can learn from it for future beach visits. What else about this situation bothered you, or was it just the inconvenience and the feeling of not being in control?","Today, I was at the beach and water hit my feet, touching the edge of my book. I picked up all my things and moved up the beach, but just as I started to put my things down, the water came washing in, going over my legs and up the beach. I felt annoyed that I couldn't get myself together fast enough.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7178,16,62,68,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It seems like your partner may have been harboring some unspoken concerns or thoughts about the relationship. Sometimes, counseling can provide a safe environment where people feel more comfortable opening up. I'm glad you both are seeking help together, as this can strengthen your bond and foster better communication. Can you share a specific concern or incident that she mentioned during the session?","I thought my partner had some doubts and difficulties, so I suggested we go to counseling since it had helped her in the past. During our session, she said a lot of critical things about me, even though she had never expressed any unhappiness about me before.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1180,16,47,63,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It sounds like this is a difficult decision for you, as you deeply care about your parents and don't want to cause them any distress. It's important to consider the potential outcomes and how they might impact you and your loved ones. Can you tell me more about the reasons that make you feel it would be a burden for them, or any possible support from other family members like siblings?","I'm really struggling with the decision to come out to my parents about my sexual orientation. I have a happy relationship and I'd love to share it with them. However, I'm afraid it would be a burden on them and cause a strain in our relationship. I'm worried that if I come out to them, I wouldn't be able to be there for them.","If you are a counsellor, please answer the questions based on the description of the patient.",train,5444,16,64,71,1,4,3,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your experience with me. It's important to discuss any concerns you have about your thoughts and feelings. It's not uncommon to feel judged or watched by others, but it sounds like this is causing you distress. We can explore strategies to help with these perceptions and gain more control over your thoughts. Additionally, it seems like you're struggling with maintaining focus on tasks. We can work together to develop techniques that will help you stay organized and focused. Lastly, it is important to talk about the government spying belief, as beliefs like these can impact our relationships and overall well-being. Through our sessions, we can gain more insight into your thoughts and feelings to help you better understand and manage them.","Lately, I've been feeling like people are watching me wherever I go. Every time I'm out in public, it feels like everyone's eyes are on me, judging me. I've also noticed I'm a bit more disorganized than usual, like I can't finish a task without getting distracted and moving on to something else. The other day, I got into an argument with my family because they didn't believe me when I told them that the government is spying on me. I know it sounds crazy, but I really believe it's true. What's been going on with me?","If you are a counsellor, please answer the questions based on the description of the patient.",train,33,16,97,126,1,6,8,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your feelings and experiences. It's quite understandable to feel a sense of loss and confusion when someone close to you moves away. Hearing your friend's voice and feeling paranoid about others watching you can be distressing. In order to fully understand what's going on and how best to help you, could you please provide more details about these experiences? For example, how often do you hear your friend's voice or feel paranoid about people watching you? Are there any specific situations or environments that seem to trigger these experiences?","Ever since my friend moved away about 5 months ago, I've been feeling really off. I hear his voice so vividly sometimes, like he's still here with me. But it's not like I'm having full-blown conversations with him or anything, it's just fleeting moments. Sometimes, I also get these strong feelings that people around me are watching me and talking about me behind my back. It's not all the time, but it's enough to make me feel anxious and paranoid. I've been trying to focus on work, but it's been tough. I just keep feeling disconnected and spaced out. It's all really confusing to me. ","If you are a counsellor, please answer the questions based on the description of the patient.",train,263,16,106,93,1,8,6,,False,False,False,[],[],[],[],[],[],train
"As a counsellor, I want to acknowledge your enthusiasm to continue the work outside our sessions. I'll definitely make sure to get you the literature we discussed, which should provide you with insightful information and guidance. In the meantime, try reflecting on our conversations and applying the insights to your daily life. Let me know how it goes in our next appointment.","I'm the patient here, and I hope to get some literature from you to follow through with the work we have done in our session together. We've just set another appointment and I'm eager to have something to work on in the meantime.","If you are a counsellor, please answer the questions based on the description of the patient.",train,5037,16,43,62,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It's important to communicate your feelings, but it can be difficult when the other person responds with blame. It's not fair for them to make you feel guilty. You can try explaining your feelings using 'I' statements to avoid sounding accusatory, and possibly ask them open-ended questions to understand more about their behavior. Do you have any specific instances in which they ignored you that we could analyze to find better ways of communicating?","I'm tired of my partner ignoring me all the time. I tried to express my feelings, but when they respond by putting all the blame on me, it just makes me feel guilty.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4294,16,33,75,1,2,4,,False,False,False,[],[],[],[],[],[],train
"It sounds like you're experiencing loneliness and a lack of social support when you're at home, which could be affecting your behavior at work. It's great that you're trying to keep your mind busy, but it might also be helpful to find ways to strengthen your social connections outside of work. Are there any hobbies or activities you enjoy where you can meet new people and build a support system?","I feel lonely when I leave work and go home. I try to keep my mind busy by turning on the radio, so that I don't fall into a sense of the lack of social support I'm used to having. My symptoms seem to be more intense when I'm at home alone, and I realize that I might have been more irritable at work because of it.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3984,16,67,70,1,3,3,,False,False,False,[],[],[],[],[],[],train
It's great to know that you enjoyed the dish and found it amusing that someone else has perfected your mom's recipe. It must have brought back memories or perhaps a sense of familiarity. Can you share more about the feelings or thoughts this experience evoked in you?,"I had a taste of a dish that was made just like how I used to cook it, which is actually my mom's recipe. I found it hilarious that someone else has perfected it.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4698,16,34,47,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It sounds like you are going through a significant transition in your academic life, which can be challenging. Different teaching styles and increased expectations can certainly cause worry. Take some time to adapt to the new environment and consider talking to your teachers about your concerns. Finding additional resources or study groups might also be helpful in managing your anxiety.","I recently moved to a new school, and I'm finding the classes to be tougher. The teachers seem to have a different style, and I feel like they don't care so much. I am also worried about the tests.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3765,16,39,60,1,3,4,,False,False,False,[],[],[],[],[],[],train
"I'm sorry to hear about your diagnosis and the challenges it's causing you, both physically and emotionally. It's understandable that the numbness and pain is affecting your daily life and causing worry. It seems that genetics and lifestyle factors have contributed to this condition. Can you tell me what kind of support or treatment options you have considered, or if there are any adjustments you can make to your daily routine to help manage the symptoms?","I'm a little bit down because I've been diagnosed with crumpletone syndrome. The numbness in my hands is very real and it's affecting my ability to do things I used to do. It comes from too much time on the computer and a genetic predisposition because of an extra cervical rib. I wake up in the middle of the night with tingling, hurting hands, and my dad had the same issue. He had an operation, but it led to aggravated hands.","If you are a counsellor, please answer the questions based on the description of the patient.",train,4861,16,81,76,1,5,4,,False,False,False,[],[],[],[],[],[],train
"It sounds like you have a lot on your plate right now, which is understandably causing you stress and overwhelm. It's important to recognize that failing an exam doesn't define your worth or success. Have you tried discussing your situation with anyone close to you or explored any stress-management techniques? They may help you cope better with the pressure and make a more informed decision about your future.","I am working full time and I am also a part-time student. I recently got engaged and live at home. There's so much stress in my life with everything happening at once, and to top it off, I failed a big exam. I feel like I can't do anything right, and I feel like a failure. I'm embarrassed and disappointed in myself, and I am considering leaving university.","If you are a counsellor, please answer the questions based on the description of the patient.",train,1941,16,69,69,1,5,4,,False,False,False,[],[],[],[],[],[],train
"It's important to find a balance between work and play. If you're finding it difficult to concentrate on your tasks, perhaps you can try setting aside specific time for play and relaxation. This way, you'll have something to look forward to after completing your work. If you find this doesn't help, can you provide more detail about what might be contributing to your inability to focus?","I've been struggling to stay focused on my work lately because I just feel so playful, and I've been enjoying myself.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2164,16,21,66,1,1,4,,False,False,False,[],[],[],[],[],[],train
It sounds like you have been working on self-improvement and have made progress in decision-making and communication. Learning from experiences and recognizing red flags are essential skills. It's great that you're applying these lessons to your relationship with Nancy by enhancing communication. Keep working on those aspects and continue to grow as a person. Was there a specific situation that made you realize the importance of careful decision-making?,"I've been focusing on making careful decisions and learning from my past experiences. I've noticed that red flags go off in my mind when I'm being pushed to make a decision or go against what I've learned. In my relationship with Nancy, I've learned to communicate better by talking early and often.","If you are a counsellor, please answer the questions based on the description of the patient.",train,5586,16,52,71,1,3,5,,False,False,False,[],[],[],[],[],[],train
"It's great to hear that you've made a decision and are committed to having this difficult conversation. I'll be happy to help you work on the details of how it might unfold. In our next session, we can discuss the key points you'd like to address and any strategies that will help you communicate effectively. If there's a particular worry or concern you have about this conversation, please feel free to share it with me.","Last week, I committed to having a tough conversation with someone. I decided to go through with it, and I'm working on what this conversation might look like. Can we discuss it further?","If you are a counsellor, please answer the questions based on the description of the patient.",train,7751,16,33,75,1,3,4,,False,False,False,[],[],[],[],[],[],train
"It is understandable that you may feel guilty and obligated to help your parents, but it is also important to balance your personal commitments and well-being. It might be helpful to have a conversation with your parents about your schedule and the various responsibilities you have, so that they can better understand your situation. You can also suggest ways to contribute and support them in a way that fits with your own schedule.","I recently moved back in with my parents, and I sometimes feel guilty because they're still working and I feel obligated to help them, but I have a busy and inconsistent schedule. They give me space, yet don't understand my schedule fully.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6845,16,42,74,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It seems like you have achieved quite a lot in terms of academic and scholastic recognition. It's completely alright to not remember all the details of your achievements, as there can be several over time. However, can you please share one concern or specific issue related to your achievements that you would like to discuss?","I don't remember all the details, but I received a National Merit Scholar Award. There were like four or five things on that and two of them were in the dean's list, two of them where the scholarships, and there might be one or two other ones, like a National All American Scholar.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2316,16,53,55,1,2,3,,False,False,False,[],[],[],[],[],[],train
It sounds like you have a routine on Friday nights that involves eating doughnuts and watching movies. Can you share how this routine affects your mood or overall well-being?,"I usually get a variety of Krispy Kreme Doughnuts and eat them while I watch a movie on Friday nights. Sometimes, I watch a movie on Saturday nights as well.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7835,16,30,30,1,2,2,,False,False,False,[],[],[],[],[],[],train
"Congratulations on your graduation and it's wonderful to hear that you're passionate about helping others. Becoming a therapist is a great way to make a difference in people's lives while also having a fulfilling career. As you begin your journey, don't hesitate to seek guidance from experienced professionals in the field to further enhance your skills.",I have just graduated and I want to become a therapist to help people. I believe this will give me a sense of purpose and allow me to use my experiences over the years to positively impact others' lives. I also see it as a way to make a living.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,6068,16,50,56,1,3,3,,False,False,False,[],[],[],[],[],[],train
"Thank you for sharing your feelings about sitting alone in a restaurant and the thoughts you have during those moments. It's normal to feel self-conscious in situations like these. Let's take a step back and look at your thought process, which seems to be causing your depression. We need to replace those negative thoughts with healthier and more rational thoughts. Don't worry, the therapeutic process can take time, but I am confident we can work together to create positive changes in your thought patterns.","I just don't like to sit alone in a restaurant. I mean, you know, what will people think? This is the third session I've been here and I still don't understand what you're going to do for me. When I'm alone in a restaurant, I feel depressed, like 85-90 out of 100. I'd be feeling like the poor loser there, sitting there all by himself, with nobody loving him or having a family.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2420,16,74,85,1,5,5,,False,False,False,[],[],[],[],[],[],train
"As a counsellor, it's important to note that not wanting to hurt others is generally a positive thing, as it demonstrates empathy and consideration for others' feelings. It's not necessarily a 'personality default.' I'd like to know more about why you consider this trait to be potentially negative. Could you please elaborate on that concern?",I don't want to hurt other people for no reason. Is that a positive thing or just a personality default?,"If you are a counsellor, please answer the questions based on the description of the patient.",train,6195,16,20,56,1,2,4,,False,False,False,[],[],[],[],[],[],train
"I understand that seeing other single mothers struggle can be concerning, but it's important to remember that your experience may be different. It could be helpful to focus on your strengths and accomplishments so far, while looking for support and resources specifically tailored for single parents. If adjusting work hours is something you're considering, weigh the pros and cons of the decision, as making ends meet is important, but maintaining a balance between work and personal life is crucial too.","I am a single woman taking care of young children while working full-time. I was doing very well, but seeing the track record of other single mothers struggling to cope makes me scared and concerned. I wish there was a secret to making it easier for people like me, but all I can think of is working part-time and barely making ends meet.","If you are a counsellor, please answer the questions based on the description of the patient.",train,3370,16,65,80,1,3,3,,False,False,False,[],[],[],[],[],[],train
"It's great that you're becoming more aware of your actions and recognizing the impact it has on your well-being. Reflect on what might be causing you to drink more at night and consider setting some boundaries for healthier coping mechanisms. This could involve a designated time to relax without alcohol or engaging in relaxing activities before bed. Remember, it's okay to ask for support from friends or professionals if you need assistance in managing your habits.","I've been staying up till 2 am and consuming half a bottle of wine. When I do my homework and go to bed earlier, I might have only one glass or none at all. The next day, I feel guilty about having one too many glasses of wine and I know it's not what I want to do. After talking to you, I've become more aware of my actions.","If you are a counsellor, please answer the questions based on the description of the patient.",train,7896,16,69,77,1,4,4,,False,False,False,[],[],[],[],[],[],train
"It's completely normal to miss someone close to you and seek support from those around you. It's important, however, to ensure that you're not becoming overly reliant on others for emotional support. Have you tried exploring other coping mechanisms or connections in your life that can help you during these moments of missing the person?","I have moments when I realize that I am missing someone very close to me, and during those times, I tend to rely on you a lot. Sometimes, I even feel like you're my daughter. I feel like I need you for myself as well.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2184,16,45,55,1,3,3,,False,False,False,[],[],[],[],[],[],train
It sounds like you feel comforted by the voice and it doesn't frighten you. Would you say talking about this voice helps you feel more at ease? Is there anything you'd like to share about the voice or its impact on your life?,"I've been hearing a voice that gives me a really good feeling. It doesn't scare me, and it actually comforts me.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2263,16,21,43,1,2,3,,False,False,False,[],[],[],[],[],[],train
"I see that you've been feeling unresponsive and rejected, which can be quite challenging to deal with. It's important to remember that emotions can be complex, and it's okay to feel the way you do. Can you tell me more about how these feelings of rejection are affecting your day-to-day life?",I've been feeling unresponsive lately and I understand that there was so much more going on. I felt rejected by the people around me and it's really complicating my emotions.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,2183,16,30,53,1,2,3,,False,False,False,[],[],[],[],[],[],train
"It's great to hear that you're open to trying new methods of self-soothing. Journaling can be helpful for some people, as it allows them to express their thoughts and emotions in a constructive way. However, what works best for you may vary. I suggest giving journaling a try and seeing if it resonates with you. If not, you can always explore other options like taking a shower or trying other self-soothe techniques.","I feel like I need a soothing distraction when I'm stressed out. People talk about journaling a lot, would that be helpful for me?","If you are a counsellor, please answer the questions based on the description of the patient.",train,6388,16,24,74,1,2,5,,False,False,False,[],[],[],[],[],[],train
It's understandable that you're feeling guilty and ashamed due to letting yourself get into that behavior again. What do you think led to you engaging in this behavior again and how can you learn from this situation to prevent it from happening in the future?,I thought I'd sent that e-mail and kind of guilt and you know just feeling overall bad that I kind of let myself up into that behavior again. I really feel like I let myself down. I am also feeling some shame.,"If you are a counsellor, please answer the questions based on the description of the patient.",train,6495,16,43,45,1,3,2,,False,False,False,[],[],[],[],[],[],train
It seems like you might be experiencing some feelings of imposter syndrome and maybe even some anxiety from past experiences. Could you tell me more about the specific situation with your dad that might have contributed to these emotions?,"Lately, I've been feeling kind of alienated, like I'm the only one in the room and people are looking at me, thinking maybe I'm not qualified or I don't have the job.","If you are a counsellor, please answer the questions based on the description of the patient.",train,6837,16,32,39,1,1,2,,False,False,False,[],[],[],[],[],[],train
"It seems like you may have experienced a lack of personal boundaries with your mother, making you feel smothered. The appeal of your aunt could be that she represents a more distant, less overwhelming figure in your life. It's important to set healthy boundaries with family members and communicate how you feel in order to maintain a good relationship. Consider discussing these feelings with your mother and try to find a balance in your relationship that works for both of you.","I have a younger sister, and I feel like my mother was too close to me. I always found her presence in my life a bit overwhelming and sometimes, I feel more comfortable around my aunt because she wasn't as close and controlling as my mother.","If you are a counsellor, please answer the questions based on the description of the patient.",train,2304,16,46,81,1,2,4,,False,False,False,[],[],[],[],[],[],train
