index,instruction_len_words,input_len_words,output_len_words,instruction_sents,input_sents,output_sents,instruction_readability,flagged_suicide_in_instruction,flagged_suicide_in_input,flagged_suicide_in_output,instr_emails,instr_phones,input_emails,input_phones,output_emails,output_phones,__split__
1319,16,13,41,1,1,2,,False,False,False,[],[],[],[],[],[],train
1320,16,31,52,1,1,3,,False,False,False,[],[],[],[],[],[],train
1321,16,47,45,1,3,3,,False,False,False,[],[],[],[],[],[],train
1322,16,33,69,1,2,4,,False,False,False,[],[],[],[],[],[],train
1323,16,62,65,1,3,3,,False,False,False,[],[],[],[],[],[],train
1324,16,27,61,1,2,3,,False,False,False,[],[],[],[],[],[],train
1325,16,27,51,1,2,3,,False,False,False,[],[],[],[],[],[],train
1326,16,52,57,1,3,3,,False,False,False,[],[],[],[],[],[],train
1327,16,44,58,1,3,4,,False,False,False,[],[],[],[],[],[],train
1328,16,12,21,1,1,2,,False,False,False,[],[],[],[],[],[],train
1329,16,45,49,1,3,3,,False,False,False,[],[],[],[],[],[],train
1330,16,38,63,1,2,4,,False,False,False,[],[],[],[],[],[],train
1331,16,57,71,1,3,4,,False,False,False,[],[],[],[],[],[],train
1332,16,27,53,1,4,3,,False,False,False,[],[],[],[],[],[],train
1333,16,47,86,1,3,5,,False,False,False,[],[],[],[],[],[],train
1334,16,24,37,1,2,2,,False,False,False,[],[],[],[],[],[],train
1335,16,42,53,1,2,4,,False,False,False,[],[],[],[],[],[],train
1336,16,25,46,1,1,3,,False,False,False,[],[],[],[],[],[],train
1337,16,34,58,1,2,3,,False,False,False,[],[],[],[],[],[],train
1338,16,27,47,1,2,3,,False,False,False,[],[],[],[],[],[],train
1339,16,22,61,1,1,3,,False,False,False,[],[],[],[],[],[],train
1340,16,49,93,1,2,4,,False,False,False,[],[],[],[],[],[],train
1341,16,53,63,1,3,5,,False,False,False,[],[],[],[],[],[],train
1342,16,35,60,1,4,3,,False,False,False,[],[],[],[],[],[],train
1343,16,48,68,1,3,4,,False,False,False,[],[],[],[],[],[],train
1344,16,15,47,1,1,3,,False,False,False,[],[],[],[],[],[],train
1345,16,54,89,1,4,5,,False,False,False,[],[],[],[],[],[],train
1346,16,44,52,1,4,2,,False,False,False,[],[],[],[],[],[],train
1347,16,24,62,1,1,3,,False,False,False,[],[],[],[],[],[],train
1348,16,25,54,1,2,4,,False,False,False,[],[],[],[],[],[],train
1349,16,33,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
1350,16,44,63,1,3,4,,False,False,False,[],[],[],[],[],[],train
1351,16,26,68,1,1,5,,False,False,False,[],[],[],[],[],[],train
1352,16,40,49,1,3,3,,False,False,False,[],[],[],[],[],[],train
1353,16,19,56,1,1,4,,False,False,False,[],[],[],[],[],[],train
1354,16,36,55,1,2,3,,False,False,False,[],[],[],[],[],[],train
1355,16,37,56,1,2,4,,False,False,False,[],[],[],[],[],[],train
1356,16,31,55,1,2,3,,False,False,False,[],[],[],[],[],[],train
1357,16,61,49,1,4,3,,False,False,False,[],[],[],[],[],[],train
1358,16,20,54,1,1,3,,False,False,False,[],[],[],[],[],[],train
1359,16,41,55,1,2,4,,False,False,False,[],[],[],[],[],[],train
1360,16,42,71,1,4,4,,False,False,False,[],[],[],[],[],[],train
1361,16,35,52,1,3,3,,False,False,False,[],[],[],[],[],[],train
1362,16,37,87,1,2,5,,False,False,False,[],[],[],[],[],[],train
1363,16,24,49,1,2,3,,False,False,False,[],[],[],[],[],[],train
1364,16,40,59,1,3,3,,False,False,False,[],[],[],[],[],[],train
1365,16,36,48,1,2,3,,False,False,False,[],[],[],[],[],[],train
1366,16,31,45,1,2,3,,False,False,False,[],[],[],[],[],[],train
1367,16,20,61,1,1,3,,False,False,False,[],[],[],[],[],[],train
1368,16,43,52,1,2,3,,False,False,False,[],[],[],[],[],[],train
1369,16,38,66,1,2,3,,False,False,False,[],[],[],[],[],[],train
1370,16,40,54,1,2,3,,False,False,False,[],[],[],[],[],[],train
1371,16,27,39,1,1,2,,False,False,False,[],[],[],[],[],[],train
1372,16,9,44,1,1,3,,False,False,False,[],[],[],[],[],[],train
1373,16,48,72,1,4,5,,False,False,False,[],[],[],[],[],[],train
1374,16,48,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1375,16,43,70,1,2,4,,False,False,False,[],[],[],[],[],[],train
1376,16,21,40,1,2,3,,False,False,False,[],[],[],[],[],[],train
1377,16,68,88,1,4,5,,False,False,False,[],[],[],[],[],[],train
1378,16,42,48,1,3,3,,False,False,False,[],[],[],[],[],[],train
1379,16,34,40,1,2,3,,False,False,False,[],[],[],[],[],[],train
1380,16,31,62,1,2,5,,False,False,False,[],[],[],[],[],[],train
1381,16,31,68,1,2,4,,False,False,False,[],[],[],[],[],[],train
1382,16,57,85,1,3,4,,False,False,False,[],[],[],[],[],[],train
1383,16,40,83,1,2,5,,False,False,False,[],[],[],[],[],[],train
1384,16,34,49,1,2,3,,False,False,False,[],[],[],[],[],[],train
1385,16,30,45,1,2,3,,False,False,False,[],[],[],[],[],[],train
1386,16,65,72,1,6,4,,False,False,False,[],[],[],[],[],[],train
1387,16,28,52,1,2,3,,False,False,False,[],[],[],[],[],[],train
1388,16,39,42,1,3,3,,False,False,False,[],[],[],[],[],[],train
1389,16,36,67,1,2,4,,False,False,False,[],[],[],[],[],[],train
1390,16,41,42,1,2,3,,False,False,False,[],[],[],[],[],[],train
1391,16,49,57,1,3,4,,False,False,False,[],[],[],[],[],[],train
1392,16,43,66,1,3,4,,False,False,False,[],[],[],[],[],[],train
1393,16,40,56,1,2,4,,False,False,False,[],[],[],[],[],[],train
1394,16,51,73,1,3,3,,False,False,False,[],[],[],[],[],[],train
1395,16,39,43,1,3,3,,False,False,False,[],[],[],[],[],[],train
1396,16,43,91,1,2,4,,False,False,False,[],[],[],[],[],[],train
1397,16,38,37,1,2,2,,False,False,False,[],[],[],[],[],[],train
1398,16,36,74,1,3,4,,False,False,False,[],[],[],[],[],[],train
1399,16,24,63,1,2,3,,False,False,False,[],[],[],[],[],[],train
1400,16,30,53,1,2,3,,False,False,False,[],[],[],[],[],[],train
1401,16,59,101,1,3,6,,False,False,False,[],[],[],[],[],[],train
1402,16,31,58,1,1,4,,False,False,False,[],[],[],[],[],[],train
1403,16,36,50,1,2,4,,False,False,False,[],[],[],[],[],[],train
1404,16,34,58,1,1,4,,False,False,False,[],[],[],[],[],[],train
1405,16,35,63,1,3,3,,False,False,False,[],[],[],[],[],[],train
1406,16,23,43,1,1,2,,False,False,False,[],[],[],[],[],[],train
1407,16,16,43,1,1,3,,False,False,False,[],[],[],[],[],[],train
1408,16,31,57,1,1,4,,False,False,False,[],[],[],[],[],[],train
1409,16,69,71,1,4,3,,False,False,False,[],[],[],[],[],[],train
1410,16,57,75,1,3,4,,False,False,False,[],[],[],[],[],[],train
1411,16,49,65,1,3,3,,False,False,False,[],[],[],[],[],[],train
1412,16,32,72,1,1,4,,False,False,False,[],[],[],[],[],[],train
1413,16,87,81,1,3,5,,False,False,False,[],[],[],[],[],[],train
1414,16,44,88,1,3,4,,False,False,False,[],[],[],[],[],[],train
1415,16,31,69,1,2,4,,False,False,False,[],[],[],[],[],[],train
1416,16,39,68,1,2,4,,False,False,False,[],[],[],[],[],[],train
1417,16,44,56,1,3,4,,False,False,False,[],[],[],[],[],[],train
1418,16,42,55,1,2,3,,False,False,False,[],[],[],[],[],[],train
1419,16,35,83,1,2,5,,False,False,False,[],[],[],[],[],[],train
1420,16,38,57,1,2,4,,False,False,False,[],[],[],[],[],[],train
1421,16,44,53,1,2,4,,False,False,False,[],[],[],[],[],[],train
1422,16,45,50,1,2,4,,False,False,False,[],[],[],[],[],[],train
1423,16,31,57,1,2,4,,False,False,False,[],[],[],[],[],[],train
1424,16,34,52,1,2,3,,False,False,False,[],[],[],[],[],[],train
1425,16,38,78,1,1,4,,False,False,False,[],[],[],[],[],[],train
1426,16,45,56,1,3,3,,False,False,False,[],[],[],[],[],[],train
1427,16,24,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1428,16,43,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
1429,16,33,62,1,2,3,,False,False,False,[],[],[],[],[],[],train
1430,16,48,82,1,3,3,,False,False,False,[],[],[],[],[],[],train
1431,16,48,66,1,3,5,,False,False,False,[],[],[],[],[],[],train
1432,16,46,79,1,2,3,,False,False,False,[],[],[],[],[],[],train
1433,16,31,73,1,2,4,,False,False,False,[],[],[],[],[],[],train
1434,16,31,71,1,3,4,,False,False,False,[],[],[],[],[],[],train
1435,16,37,50,1,3,3,,False,False,False,[],[],[],[],[],[],train
1436,16,78,97,1,4,4,,False,False,False,[],[],[],[],[],[],train
1437,16,44,51,1,2,3,,False,False,False,[],[],[],[],[],[],train
1438,16,37,70,1,3,4,,False,False,False,[],[],[],[],[],[],train
1439,16,23,72,1,2,4,,False,False,False,[],[],[],[],[],[],train
1440,16,54,67,1,3,3,,False,False,False,[],[],[],[],[],[],train
1441,16,23,57,1,1,3,,False,False,False,[],[],[],[],[],[],train
1442,16,34,70,1,2,3,,False,False,False,[],[],[],[],[],[],train
1443,16,33,66,1,2,5,,False,False,False,[],[],[],[],[],[],train
1444,16,39,64,1,2,3,,False,False,False,[],[],[],[],[],[],train
1445,16,39,60,1,2,4,,False,False,False,[],[],[],[],[],[],train
1446,16,33,61,1,2,4,,False,False,False,[],[],[],[],[],[],train
1447,16,45,69,1,3,3,,False,False,False,[],[],[],[],[],[],train
1448,16,37,51,1,2,3,,False,False,False,[],[],[],[],[],[],train
1449,16,50,69,1,3,6,,False,False,False,[],[],[],[],[],[],train
1450,16,37,50,1,1,2,,False,False,False,[],[],[],[],[],[],train
1451,16,43,78,1,3,4,,False,False,False,[],[],[],[],[],[],train
1452,16,29,30,1,2,3,,False,False,False,[],[],[],[],[],[],train
1453,16,46,41,1,3,2,,False,False,False,[],[],[],[],[],[],train
1454,16,49,66,1,3,3,,False,False,False,[],[],[],[],[],[],train
1455,16,45,49,1,2,3,,False,False,False,[],[],[],[],[],[],train
1456,16,20,34,1,1,2,,False,False,False,[],[],[],[],[],[],train
1457,16,61,88,1,2,4,,False,False,False,[],[],[],[],[],[],train
1458,16,70,96,1,4,4,,False,False,False,[],[],[],[],[],[],train
1459,16,29,47,1,1,3,,False,False,False,[],[],[],[],[],[],train
1460,16,33,55,1,3,5,,False,False,False,[],[],[],[],[],[],train
1461,16,45,64,1,3,4,,False,False,False,[],[],[],[],[],[],train
1462,16,62,69,1,3,4,,False,False,False,[],[],[],[],[],[],train
1463,16,60,53,1,3,3,,False,False,False,[],[],[],[],[],[],train
1464,16,110,98,1,4,5,,False,False,False,[],[],[],[],[],[],train
1465,16,64,64,1,3,4,,False,False,False,[],[],[],[],[],[],train
1466,16,64,79,1,3,4,,False,False,False,[],[],[],[],[],[],train
1467,16,13,48,1,1,4,,False,False,False,[],[],[],[],[],[],train
1468,16,57,73,1,3,4,,False,False,False,[],[],[],[],[],[],train
1469,16,41,70,1,2,3,,False,False,False,[],[],[],[],[],[],train
1470,16,40,62,1,2,3,,False,False,False,[],[],[],[],[],[],train
1471,16,23,35,1,1,4,,False,False,False,[],[],[],[],[],[],train
1472,16,56,66,1,3,3,,False,False,False,[],[],[],[],[],[],train
1473,16,36,67,1,4,4,,False,False,False,[],[],[],[],[],[],train
1474,16,41,57,1,3,3,,False,False,False,[],[],[],[],[],[],train
1475,16,57,62,1,3,3,,False,False,False,[],[],[],[],[],[],train
1476,16,51,88,1,3,6,,False,False,False,[],[],[],[],[],[],train
1477,16,51,67,1,3,4,,False,False,False,[],[],[],[],[],[],train
1478,16,75,69,1,4,3,,False,False,False,[],[],[],[],[],[],train
1479,16,21,41,1,1,4,,False,False,False,[],[],[],[],[],[],train
1480,16,32,66,1,2,3,,False,False,False,[],[],[],[],[],[],train
1481,16,32,54,1,2,4,,False,False,False,[],[],[],[],[],[],train
1482,16,46,68,1,3,4,,False,False,False,[],[],[],[],[],[],train
1483,16,60,80,1,3,4,,False,False,False,[],[],[],[],[],[],train
1484,16,36,55,1,2,3,,False,False,False,[],[],[],[],[],[],train
1485,16,67,92,1,3,5,,False,False,False,[],[],[],[],[],[],train
1486,16,36,65,1,3,5,,False,False,False,[],[],[],[],[],[],train
1487,16,31,50,1,2,3,,False,False,False,[],[],[],[],[],[],train
1488,16,44,45,1,3,3,,False,False,False,[],[],[],[],[],[],train
1489,16,49,50,1,3,3,,False,False,False,[],[],[],[],[],[],train
1490,16,46,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1491,16,35,54,1,2,3,,False,False,False,[],[],[],[],[],[],train
1492,16,52,89,1,3,4,,False,False,False,[],[],[],[],[],[],train
1493,16,52,71,1,2,4,,False,False,False,[],[],[],[],[],[],train
1494,16,84,91,1,4,5,,False,False,False,[],[],[],[],[],[],train
1495,16,32,48,1,2,3,,False,False,False,[],[],[],[],[],[],train
1496,16,11,49,1,1,3,,False,False,False,[],[],[],[],[],[],train
1497,16,8,52,1,1,3,,False,False,False,[],[],[],[],[],[],train
1498,16,48,57,1,4,4,,False,False,False,[],[],[],[],[],[],train
1499,16,11,64,1,1,3,,False,False,False,[],[],[],[],[],[],train
1500,16,45,58,1,3,3,,False,False,False,[],[],[],[],[],[],train
1501,16,27,48,1,2,2,,False,False,False,[],[],[],[],[],[],train
1502,16,18,60,1,1,4,,False,False,False,[],[],[],[],[],[],train
1503,16,48,64,1,3,4,,False,False,False,[],[],[],[],[],[],train
1504,16,33,57,1,2,3,,False,False,False,[],[],[],[],[],[],train
1505,16,27,52,1,1,4,,False,False,False,[],[],[],[],[],[],train
1506,16,37,58,1,2,3,,False,False,False,[],[],[],[],[],[],train
1507,16,38,75,1,2,4,,False,False,False,[],[],[],[],[],[],train
1508,16,26,65,1,1,3,,False,False,False,[],[],[],[],[],[],train
1509,16,56,98,1,4,4,,False,False,False,[],[],[],[],[],[],train
1510,16,35,51,1,2,3,,False,False,False,[],[],[],[],[],[],train
1511,16,49,65,1,2,4,,False,False,False,[],[],[],[],[],[],train
1512,16,52,59,1,2,3,,False,False,False,[],[],[],[],[],[],train
1513,16,26,39,1,2,3,,False,False,False,[],[],[],[],[],[],train
1514,16,26,62,1,1,3,,False,False,False,[],[],[],[],[],[],train
1515,16,22,52,1,1,4,,False,False,False,[],[],[],[],[],[],train
1516,16,39,42,1,3,2,,False,False,False,[],[],[],[],[],[],train
1517,16,32,63,1,2,5,,False,False,False,[],[],[],[],[],[],train
1518,16,20,59,1,1,3,,False,False,False,[],[],[],[],[],[],train
1519,16,24,52,1,2,3,,False,False,False,[],[],[],[],[],[],train
1520,16,42,51,1,3,3,,False,False,False,[],[],[],[],[],[],train
1521,16,34,61,1,2,4,,False,False,False,[],[],[],[],[],[],train
1522,16,28,51,1,2,4,,False,False,False,[],[],[],[],[],[],train
1523,16,22,35,1,1,2,,False,False,False,[],[],[],[],[],[],train
1524,16,21,48,1,2,4,,False,False,False,[],[],[],[],[],[],train
1525,16,15,25,1,2,2,,False,False,False,[],[],[],[],[],[],train
1526,16,32,39,1,2,2,,False,False,False,[],[],[],[],[],[],train
1527,16,50,60,1,3,3,,False,False,False,[],[],[],[],[],[],train
1528,16,68,75,1,3,3,,False,False,False,[],[],[],[],[],[],train
1529,16,44,64,1,2,3,,False,False,False,[],[],[],[],[],[],train
1530,16,74,68,1,4,3,,False,False,False,[],[],[],[],[],[],train
1531,16,41,70,1,2,4,,False,False,False,[],[],[],[],[],[],train
1532,16,55,80,1,4,4,,False,False,False,[],[],[],[],[],[],train
1533,16,60,67,1,3,3,,False,False,False,[],[],[],[],[],[],train
1534,16,63,82,1,3,4,,False,False,False,[],[],[],[],[],[],train
1535,16,49,54,1,3,4,,False,False,False,[],[],[],[],[],[],train
1536,16,52,80,1,3,5,,False,False,False,[],[],[],[],[],[],train
1537,16,40,47,1,2,2,,False,False,False,[],[],[],[],[],[],train
1538,16,55,69,1,3,4,,False,False,False,[],[],[],[],[],[],train
1539,16,62,64,1,4,3,,False,False,False,[],[],[],[],[],[],train
1540,16,55,50,1,3,2,,False,False,False,[],[],[],[],[],[],train
1541,16,46,59,1,2,3,,False,False,False,[],[],[],[],[],[],train
1542,16,40,56,1,3,3,,False,False,False,[],[],[],[],[],[],train
1543,16,60,76,1,2,5,,False,False,False,[],[],[],[],[],[],train
1544,16,71,67,1,3,3,,False,False,False,[],[],[],[],[],[],train
1545,16,34,50,1,2,3,,False,False,False,[],[],[],[],[],[],train
1546,16,55,52,1,4,3,,False,False,False,[],[],[],[],[],[],train
1547,16,48,50,1,2,3,,False,False,False,[],[],[],[],[],[],train
1548,16,42,51,1,3,2,,False,False,False,[],[],[],[],[],[],train
1549,16,56,54,1,3,3,,False,False,False,[],[],[],[],[],[],train
1550,16,50,52,1,3,2,,False,False,False,[],[],[],[],[],[],train
1551,16,48,65,1,2,4,,False,False,False,[],[],[],[],[],[],train
1552,16,43,68,1,3,4,,False,False,False,[],[],[],[],[],[],train
1553,16,36,74,1,2,4,,False,False,False,[],[],[],[],[],[],train
1554,16,52,59,1,4,3,,False,False,False,[],[],[],[],[],[],train
1555,16,71,71,1,2,3,,False,False,False,[],[],[],[],[],[],train
1556,16,41,58,1,2,4,,False,False,False,[],[],[],[],[],[],train
1557,16,54,72,1,3,5,,False,False,False,[],[],[],[],[],[],train
1558,16,49,82,1,3,5,,False,False,False,[],[],[],[],[],[],train
1559,16,56,63,1,3,3,,False,False,False,[],[],[],[],[],[],train
1560,16,42,52,1,3,3,,False,False,False,[],[],[],[],[],[],train
1561,16,50,67,1,3,3,,False,False,False,[],[],[],[],[],[],train
1562,16,40,68,1,2,4,,False,False,False,[],[],[],[],[],[],train
1563,16,43,80,1,2,5,,False,False,False,[],[],[],[],[],[],train
1564,16,55,75,1,2,5,,False,False,False,[],[],[],[],[],[],train
1565,16,49,79,1,2,3,,False,False,False,[],[],[],[],[],[],train
1566,16,40,75,1,2,5,,False,False,False,[],[],[],[],[],[],train
1567,16,52,49,1,3,2,,False,False,False,[],[],[],[],[],[],train
1568,16,74,70,1,4,3,,False,False,False,[],[],[],[],[],[],train
1569,16,49,65,1,2,3,,False,False,False,[],[],[],[],[],[],train
1570,16,30,54,1,2,3,,False,False,False,[],[],[],[],[],[],train
1571,16,59,53,1,3,3,,False,False,False,[],[],[],[],[],[],train
1572,16,43,72,1,3,4,,False,False,False,[],[],[],[],[],[],train
1573,16,88,54,1,5,3,,False,False,False,[],[],[],[],[],[],train
1574,16,56,59,1,2,4,,False,False,False,[],[],[],[],[],[],train
1575,16,64,62,1,3,3,,False,False,False,[],[],[],[],[],[],train
1576,16,30,69,1,1,3,,False,False,False,[],[],[],[],[],[],train
1577,16,60,81,1,3,4,,False,False,False,[],[],[],[],[],[],train
1578,16,87,75,1,5,3,,False,False,False,[],[],[],[],[],[],train
1579,16,61,95,1,3,5,,False,False,False,[],[],[],[],[],[],train
1580,16,62,66,1,4,4,,False,False,False,[],[],[],[],[],[],train
1581,16,48,78,1,3,4,,False,False,False,[],[],[],[],[],[],train
1582,16,25,38,1,2,3,,False,False,False,[],[],[],[],[],[],train
1583,16,54,50,1,3,3,,False,False,False,[],[],[],[],[],[],train
1584,16,32,75,1,2,4,,False,False,False,[],[],[],[],[],[],train
1585,16,22,46,1,2,2,,False,False,False,[],[],[],[],[],[],train
1586,16,32,55,1,3,3,,False,False,False,[],[],[],[],[],[],train
1587,16,84,74,1,5,3,,False,False,False,[],[],[],[],[],[],train
1588,16,72,77,1,4,4,,False,False,False,[],[],[],[],[],[],train
1589,16,43,65,1,2,4,,False,False,False,[],[],[],[],[],[],train
1590,16,12,63,1,1,4,,False,False,False,[],[],[],[],[],[],train
1591,16,80,55,1,3,3,,False,False,False,[],[],[],[],[],[],train
1592,16,42,60,1,2,4,,False,False,False,[],[],[],[],[],[],train
1593,16,55,104,1,3,6,,False,False,False,[],[],[],[],[],[],train
1594,16,22,61,1,2,4,,False,False,False,[],[],[],[],[],[],train
1595,16,37,43,1,1,3,,False,False,False,[],[],[],[],[],[],train
1596,16,32,51,1,2,4,,False,False,False,[],[],[],[],[],[],train
1597,16,71,77,1,5,5,,False,False,False,[],[],[],[],[],[],train
1598,16,40,81,1,3,3,,False,False,False,[],[],[],[],[],[],train
1599,16,61,75,1,2,4,,False,False,False,[],[],[],[],[],[],train
1600,16,45,53,1,2,2,,False,False,False,[],[],[],[],[],[],train
1601,16,30,61,1,2,3,,False,False,False,[],[],[],[],[],[],train
1602,16,56,74,1,4,4,,False,False,False,[],[],[],[],[],[],train
1603,16,51,63,1,3,4,,False,False,False,[],[],[],[],[],[],train
1604,16,39,72,1,2,4,,False,False,False,[],[],[],[],[],[],train
1605,16,69,71,1,3,4,,False,False,False,[],[],[],[],[],[],train
1606,16,52,59,1,3,3,,False,False,False,[],[],[],[],[],[],train
1607,16,64,61,1,4,3,,False,False,False,[],[],[],[],[],[],train
1608,16,84,75,1,5,4,,False,False,False,[],[],[],[],[],[],train
1609,16,63,55,1,4,3,,False,False,False,[],[],[],[],[],[],train
1610,16,71,87,1,5,4,,False,False,False,[],[],[],[],[],[],train
1611,16,40,77,1,3,4,,False,False,False,[],[],[],[],[],[],train
1612,16,30,55,1,1,4,,False,False,False,[],[],[],[],[],[],train
1613,16,60,72,1,3,5,,False,False,False,[],[],[],[],[],[],train
1614,16,75,74,1,2,4,,False,False,False,[],[],[],[],[],[],train
1615,16,50,63,1,2,4,,False,False,False,[],[],[],[],[],[],train
1616,16,79,70,1,5,4,,False,False,False,[],[],[],[],[],[],train
1617,16,64,70,1,4,4,,False,False,False,[],[],[],[],[],[],train
1618,16,61,70,1,2,3,,False,False,False,[],[],[],[],[],[],train
1619,16,42,77,1,1,5,,False,False,False,[],[],[],[],[],[],train
1620,16,53,71,1,3,4,,False,False,False,[],[],[],[],[],[],train
1621,16,34,68,1,3,4,,False,False,False,[],[],[],[],[],[],train
1622,16,59,75,1,3,4,,False,False,False,[],[],[],[],[],[],train
1623,16,44,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1624,16,52,79,1,3,5,,False,False,False,[],[],[],[],[],[],train
1625,16,56,77,1,3,4,,False,False,False,[],[],[],[],[],[],train
1626,16,13,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1627,16,55,65,1,4,3,,False,False,False,[],[],[],[],[],[],train
1628,16,70,104,1,3,5,,False,False,False,[],[],[],[],[],[],train
1629,16,31,59,1,3,4,,False,False,False,[],[],[],[],[],[],train
1630,16,43,73,1,2,5,,False,False,False,[],[],[],[],[],[],train
1631,16,69,78,1,3,3,,False,False,False,[],[],[],[],[],[],train
1632,16,61,72,1,4,3,,False,False,False,[],[],[],[],[],[],train
1633,16,20,61,1,1,3,,False,False,False,[],[],[],[],[],[],train
1634,16,53,77,1,3,4,,False,False,False,[],[],[],[],[],[],train
1635,16,54,87,1,4,4,,False,False,False,[],[],[],[],[],[],train
1636,16,91,93,1,4,4,,False,False,False,[],[],[],[],[],[],train
1637,16,42,73,1,2,5,,False,False,False,[],[],[],[],[],[],train
1638,16,71,94,1,3,5,,False,False,False,[],[],[],[],[],[],train
1639,16,49,80,1,2,4,,False,False,False,[],[],[],[],[],[],train
1640,16,50,75,1,3,4,,False,False,False,[],[],[],[],[],[],train
1641,16,48,70,1,2,3,,False,False,False,[],[],[],[],[],[],train
1642,16,36,61,1,2,3,,False,False,False,[],[],[],[],[],[],train
1643,16,53,70,1,2,4,,False,False,False,[],[],[],[],[],[],train
1644,16,48,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1645,16,55,66,1,2,4,,False,False,False,[],[],[],[],[],[],train
1646,16,48,54,1,2,2,,False,False,False,[],[],[],[],[],[],train
1647,16,65,80,1,4,6,,False,False,False,[],[],[],[],[],[],train
1648,16,48,62,1,3,3,,False,False,False,[],[],[],[],[],[],train
1649,16,59,66,1,3,4,,False,False,False,[],[],[],[],[],[],train
1650,16,20,47,1,1,3,,False,False,False,[],[],[],[],[],[],train
1651,16,56,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1652,16,70,83,1,3,4,,False,False,False,[],[],[],[],[],[],train
1653,16,67,60,1,3,3,,False,False,False,[],[],[],[],[],[],train
1654,16,91,81,1,3,4,,False,False,False,[],[],[],[],[],[],train
1655,16,55,56,1,4,3,,False,False,False,[],[],[],[],[],[],train
1656,16,30,78,1,2,4,,False,False,False,[],[],[],[],[],[],train
1657,16,33,68,1,2,4,,False,False,False,[],[],[],[],[],[],train
1658,16,43,53,1,3,3,,False,False,False,[],[],[],[],[],[],train
1659,16,59,56,1,5,3,,False,False,False,[],[],[],[],[],[],train
1660,16,55,78,1,3,5,,False,False,False,[],[],[],[],[],[],train
1661,16,53,75,1,3,4,,False,False,False,[],[],[],[],[],[],train
1662,16,32,60,1,2,5,,False,False,False,[],[],[],[],[],[],train
1663,16,51,91,1,2,5,,False,False,False,[],[],[],[],[],[],train
1664,16,15,40,1,1,3,,False,False,False,[],[],[],[],[],[],train
1665,16,47,54,1,4,3,,False,False,False,[],[],[],[],[],[],train
1666,16,80,74,1,5,5,,False,False,False,[],[],[],[],[],[],train
1667,16,31,38,1,2,2,,False,False,False,[],[],[],[],[],[],train
1668,16,57,52,1,3,2,,False,False,False,[],[],[],[],[],[],train
1669,16,55,51,1,4,2,,False,False,False,[],[],[],[],[],[],train
1670,16,30,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1671,16,31,59,1,2,3,,False,False,False,[],[],[],[],[],[],train
1672,16,42,65,1,2,4,,False,False,False,[],[],[],[],[],[],train
1673,16,38,61,1,3,4,,False,False,False,[],[],[],[],[],[],train
1674,16,23,39,1,1,3,,False,False,False,[],[],[],[],[],[],train
1675,16,27,56,1,2,3,,False,False,False,[],[],[],[],[],[],train
1676,16,33,47,1,2,3,,False,False,False,[],[],[],[],[],[],train
1677,16,43,65,1,2,4,,False,False,False,[],[],[],[],[],[],train
1678,16,44,65,1,2,5,,False,False,False,[],[],[],[],[],[],train
1679,16,63,69,1,4,3,,False,False,False,[],[],[],[],[],[],train
1680,16,33,65,1,2,3,,False,False,False,[],[],[],[],[],[],train
1681,16,62,64,1,4,3,,False,False,False,[],[],[],[],[],[],train
1682,16,58,56,1,4,3,,False,False,False,[],[],[],[],[],[],train
1683,16,47,54,1,2,3,,False,False,False,[],[],[],[],[],[],train
1684,16,46,85,1,2,4,,False,False,False,[],[],[],[],[],[],train
1685,16,19,54,1,1,3,,False,False,False,[],[],[],[],[],[],train
1686,16,36,62,1,2,3,,False,False,False,[],[],[],[],[],[],train
1687,16,37,68,1,2,4,,False,False,False,[],[],[],[],[],[],train
1688,16,49,66,1,3,4,,False,False,False,[],[],[],[],[],[],train
1689,16,47,55,1,3,3,,False,False,False,[],[],[],[],[],[],train
1690,16,48,65,1,3,4,,False,False,False,[],[],[],[],[],[],train
1691,16,28,53,1,1,3,,False,False,False,[],[],[],[],[],[],train
1692,16,48,82,1,2,4,,False,False,False,[],[],[],[],[],[],train
1693,16,71,88,1,4,5,,False,False,False,[],[],[],[],[],[],train
1694,16,57,74,1,3,4,,False,False,False,[],[],[],[],[],[],train
1695,16,48,61,1,2,3,,False,False,False,[],[],[],[],[],[],train
1696,16,67,77,1,2,4,,False,False,False,[],[],[],[],[],[],train
1697,16,54,71,1,2,3,,False,False,False,[],[],[],[],[],[],train
1698,16,63,55,1,4,4,,False,False,False,[],[],[],[],[],[],train
1699,16,44,98,1,3,5,,False,False,False,[],[],[],[],[],[],train
1700,16,19,71,1,1,4,,False,False,False,[],[],[],[],[],[],train
1701,16,38,51,1,8,3,,False,False,False,[],[],[],[],[],[],train
1702,16,36,61,1,2,3,,False,False,False,[],[],[],[],[],[],train
1703,16,50,81,1,3,4,,False,False,False,[],[],[],[],[],[],train
