index,Unnamed: 0,questionID,questionTitle,questionText,questionLink,topic,therapistInfo,therapistURL,answerText,upvotes,views,split,question_word_count,answer_word_count,question_sentence_count,answer_sentence_count,question_readability,answer_readability,flagged_suicide_in_question,flagged_suicide_in_answer,question_emails_found,question_phones_found,answer_emails_found,answer_phones_found,question_entities_sample,answer_entities_sample
161,161,32,My family can't stand me,I am the problem. I make my family argue because of me. My mom has even said it. It's constantly like this. I cause problems. I am worthless. I can't stop crying. Sometimes I have to cry myself to sleep. I can't even leave my room because my family can't stand me.,https://counselchat.com/questions/my-family-can-t-stand-me,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"I am so very sorry for how pressured and sad you feel right now.Definitely all family members have an effect on the other ones.From what you write, your family members are not considering the effect their negative comments have on you.Also, keep in mind that each person is responsible for deciding to argue or find a different way to discuss a problem. You are not in control of the other people in your family.More likely they take the easy way out and blame you for what they don't want to know about themselves.Stay aware that the family's decision to target you doesn't mean that you are doing something wrong.   Certainly your existence is not wrong, which is the degree to which the unfairness seems to have spread.What to do about it is read about family systems to see more explanations on how you are being unfairly treated.Also stay in touch with friends bc these are the people who value and respect you.",0,148,train,52,169,9,10,88.71,68.04,True,False,0,0,0,0,[],[]
167,167,34,I'm very depressed?,I'm very depressed. How do I find someone to talk to?,https://counselchat.com/questions/i-m-very-depressed,depression,"Kim HollingdaleMind-Body Approaches to Stress, Depression & Anxiety",https://counselchat.com/therapists/kim-hollingdale,"Hang in there! Feeling depressed sucks but talking with someone can really help - so its awesome that you're already trying to figure out how to find that person. Tons of good suggestions already but to add my two cents - you can find therapists in your area and read a little bit about them to find someone you like the sound of via this website, and also via www.psychologytoday.com; if you have health insurance your insurer might be able to make recommendations as to therapists covered by your plan, or if you happen to be in school, the school itself should be able to connect you with either their own counselor or a center that they recommend nearby. Finding someone can take a few calls or a bit of research so if you need some immediate support, or find yourself having thoughts of hurting yourself, you can also call the great folks who run the Suicide crisis line https://suicidepreventionlifeline.org - they are great in moments of crisis.",0,34,val,11,169,2,7,85.89,59.69,False,True,0,0,0,0,[],[]
171,171,35,How would I know if I was depressed?,I'm constantly in a bad mood and I have no energy. Is that depression?,https://counselchat.com/questions/how-would-i-know-if-i-was-depressed,depression,"Amanda WallingsfordGenuine, caring, and experienced therapist looking forward to supporting you through your journey of growth",https://counselchat.com/therapists/amanda-wallingsford,"Depression has many different signs and symptoms and looks different for every person.  Often times people think depression is more about feeling ""sad,"" but depression can, in fact, express itself through irritability (or bad mood as you say) and lack of energy.  According to the DSM-V (Diagnostic and Statistical Manual of Mental Disorders), depression includes the following symptoms:-Depressed mood-Irritable mood-Decreased interest or pleasure in activities you usually participate in or enjoy-Significant weight change or change in appetite-Change in sleep (insomnia or hypersomnia)-Psychomotor aggitation or retardation-Fatigue or loss in energy -Feelings of worthlessness or excessive guilt-Diminished ability to concentrate or indecisiveness-Thoughts of suicide or plan The great news is that there are many ways to improve depressive symptoms.  If you are up for it, perhaps the best place to start is by seeing a physician or a therapist who can help determine how severe the depression is and can suggest methods of addressing the depression that fit your lifestyle, values, and capabilities.  Good luck!",0,96,train,14,173,2,5,78.87,21.1,False,True,0,0,0,0,[],[]
202,202,48,How can I get people to listen?,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
 I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.",https://counselchat.com/questions/how-can-i-get-people-to-listen,depression,Dr. Bonnie HowellDr. Bonnie Howell Coach and Counsel,https://counselchat.com/therapists/dr-bonnie-howell,"I'm sorry you feel so alone and isolated, those feelings in and of themselves can lead to depression, stress and anxiety.  So job one is finding someone you can talk to.  A good friend or an open parent can be as helpful as a professional counselor, but if you don't have those, then by all means call your local Mental Health Association, suicide prevention, or go see your school counseling department. There are many of us now who do on-line, FaceTime, phone counseling so that is an option to consider in your situation.  On the other hand,  If you want to script a conversation with your parents (I'm a great believer in scripting) not that you're going to read it to them, but if you write down exactly what you want to say, read it over a few times before you're ready to have the conversation.  Why?  You'll be much more likely to do it if you're prepared, and you'll  have a better chance of saying everything you want to say in a calm but forceful way.  The same with your friends--you are probably a great listener and therefore attract people who want to talk--so you need to let these friends know you need something in return.  If you practice asking for equal talk time, then perhaps these friends will respond and surprise you, or if you make those demands you'll start attracting people who are looking for equality in friendships.  Now back to that script--first decide do you want to talk to both parents at once, or one at a time.  Then begin to write down the points you want to make such as:   I love you, and I know you love me but I don't feel as though I can trust your love to be unconditional enough to tell you who I really am, and how I really feel.  Find your own words to describe your own feelings.  If I can help, get in touch. You are right to reach out starting here, there are no prizes for suffering in silence and, as you already know, little joy in going it alone.",0,162,train,158,358,12,14,88.52,68.4,False,True,0,0,0,0,[],[]
215,215,54,How can I help my husband after a suicide attempt?,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,"Robin Landwehr, DBH, LPCC, NCCMental Health in a Primary Care Setting",https://counselchat.com/therapists/robin-landwehr-dbh-lpcc-ncc,"Hello, and thank you for your question. This is a very serious time. I don't mean to frighten you, but you are right to be concerned. The time right after people leave the hospital after receiving psychiatric services is a time of high risk for suicide. It is very important, after hospitalization, to get follow-up care with a professional as soon as possible. If your husband has an established therapist, this is the time to call. It is also a good time to alert your support system of friends, family, clergy or others to let them know he is still struggling. This is good support for him AND you.It is important to think about means and opportunity to make another attempt. Means really do matter.  So, if you have a firearm in the home, it is really important to remove it. You can't remove all things that a person may hurt themselves with, but some things are more lethal than others. Firearms are very lethal. I am not sure what means he used last time, but try to reduce the opportunity for him to access it again. This is where your support system can help out. People can take turns hanging out with him until you are sure the crisis is over.If you believe that an attempt is going to occur, talk to your husband about going back to the hospital. If he refuses, you will want to find out what your options are to have him go even if he doesn't want to. I know the thought of that really hurts, but it can save his life. Calling 9-1-1 is always a good option if you are not sure. Usually a suicide crisis, meaning they want to harm themselves right now, lasts a few minutes, hours or days. Sometimes when you get them through the crisis stage, they no longer want to commit suicide. But, as you are indicating, that feeling of wanting to commit suicide can come back again. So, it is always good to have a plan. If you want more information, call the National Suicide Prevention Lifeline. They will always answer: 1-800-273-8255. They can help you create a specific safety plan. I do hope things work out alright. Be well. Robin J. Landwehr, DBH, LPCC, NCC",2,478,train,22,388,2,31,68.77,78.35,False,True,0,0,0,1,[],[]
217,217,54,How can I help my husband after a suicide attempt?,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,"Frank TheusMA, LPC, NCC, CSAT",https://counselchat.com/therapists/frank-theus,"I'm thankful to read your husband found care and that his suicide attempt wasn't successful.   While he was hospitalized, and prior to his release, your husband would've been provided in writing a self-care action plan. This typically includes things like committing to a contract 'not to harm' and what to do if he felt overwhelmed by his anger, depression, and hopelessness (e.g. call 911, call therapist, go to nearest hospital emergency department). Additionally, his protocol would've provided instructions for his taking medication(s) as directed, having a follow-up appointment(s) with his psychiatrist/psychologist/clinical social worker, and participating in some form of small group support.  If your husband's struggling as you describe, and you are feeling overwhelmed or frightened for his (your) safety, I'd encourage you to seek immediate assistance.",2,305,train,22,134,2,7,68.77,44.09,False,True,0,0,0,0,[],[]
220,220,54,How can I help my husband after a suicide attempt?,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,Lovener WightmanNYC Counseling,https://counselchat.com/therapists/lovener-wightman,"A failed suicide attempt is commonly thought of as a “cry for help,” however it can also be a serious attempt to find a permanent solution to depression, hopelessness or other feelings a person feels are unbearable. It’s wonderful that you want to support your husband, but If your husband is feeling depressed and hopeless, you can best help him by getting him to a mental health professional. Feelings of hopelessness and depression, and previous attempts at suicide are all risk factors for future suicide attempts. With a mental health professional, or in the emergency room of a hospital, your husband should be evaluated for suicidal thoughts, intent and plan, and if he is a danger to himself he should probably be hospitalized again until he is stable. Without knowing the particulars, your husband may suffer from Major Depressive Disorder or some other illness on the depressive spectrum. In that case medication could help him immensely, at which point you can offer your support and encouragement him to practice gentle self-care. And do not forget to practice it for yourself.  Remember: a suicide attempt not only affects the person, but it is an immense stressor for his or her loved ones as well. As they say, “put your oxygen mask on first.” Then you will be better able to provide your husband with calm and loving care and attention.Kayla Schwartz, LMSW[email protected]",1,216,train,22,236,2,11,68.77,50.99,False,True,0,0,0,0,[],[]
222,222,54,How can I help my husband after a suicide attempt?,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Since as husband and wife your lives are closely joined, how your husband feels greatly influences the way you feel.Give yourself some time to concentrate on how you've been affected by your husband's suicide attempt.   Even if you decide against immediately telling him how you're feeling, knowing this about yourself will guide how and the topics you bring up with him.Is your husband talking easily with you?Do you have some ideas as to what is creating his feeling of hopelessness?The ideal approach would be if the two of you are able to discuss what bothers him and what bothers you.Depending on how far away you each are from such a position, you may benefit from speaking with a licensed professional therapist who can guide you and or you and your husband on opening up for discussion what feels stressful enough to merit taking one's own life.",0,159,train,22,151,2,7,68.77,60.56,False,True,0,0,0,0,[],[]
223,223,54,How can I help my husband after a suicide attempt?,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,"Vivian D. Echevarria Guzman, MSC, LPC-S, NCCBilingual Licensed Professional Counselor",https://counselchat.com/therapists/vivian-d-echevarria-guzman-msc-lpc-s-ncc,"It seems like you are very receptive of your husband’s emotions and want to support him trough this time.  But it is also important of being aware of your emotions.  How are you feeling after the suicide attempt?  It is common to experience negative feelings while you try to make sense of the incident.  Feelings like anger, shame, guilt and fear are frequent; while, wanting to avoid, minimize and become distant from the person are parts of the defense mechanism to attempt a quick resolution.  Once you understand and overcome those feelings you may be in a better position to help your husband; who may be experiencing some negative feelings as well.First, it is important to have a safety plan in place, which includes removing harming objects from the home, knowing who to call if there’s a new attempt (either 9-1-1, or nearby treatment center), have a professional expert who monitors you and your husband’s progress, either a Counselor or mental health provider could help you manage negative feelings and identify ways to handle triggering situations.Once the safety plan is in place,  make him feel supported and not judged, saying open ended statements, like: “I am glad that you are here, please let me know what I can do to help you through this process”.  Making small changes toward a healthier living may help as well.  Exercising, eating healthier and practicing new leisure activities may be good ways to start.  Also, explore your spirituality and your husbands, looking for ways to encourage each other by joining a support group or finding people who share your spiritual beliefs.If you have more questions or concerns I offer teletherapy in the State of Texas, and traditional Counseling in Puerto Rico, call 787-466-5478. ¿Cómo puedo ayudar a mi esposo después de un intento de suicidio?Después de que el llego a casa del hospital estaba enojado, luego por un tiempo maravilloso.  Ahora está deprimido y sin ánimos.Parece que estas muy atenta a los sentimientos de tu esposo, y que lo deseas ayudar durante este momento de su vida.  Pero también es importante estar consciente de tus propias emociones.  ¿Cómo te has sentido luego de este intento de suicidio?   Es común que experimentes emociones negativas mientras los recientes sucesos hacen sentido.   Sentimientos como coraje, vergüenza, culpa y miedo son comunes, y el querer evitar, minimizar o distanciarte son mecanismos de defensa igualmente comunes.  Ya que comprendas y superes estos sentimientos,  estarás en una mejor posición para ofrecerle ayuda, recuerda que tu esposo también debe de estar experimentando sentimientos negativos. Es muy importante tener un plan de seguridad, esto incluye remover todos los objetos que pueden ser dañinos o facilitar un futuro atentado, saber a quién llamar en caso de una emergencia (9-1-1 o una clínica de emergencias cercana),  tener un experto que monitoree tu progreso y el de tu esposo, puede ser un Consejero u otro experto de salud mental que te ayude a manejar los sentimientos negativos y situaciones retantes.Ya que el plan de seguridad sea activado, crea un ambiente donde tu esposo se sienta apoyado y no juzgado.  Utiliza frases abiertas para comunicarte, dile que estas feliz de que este contigo, y quieres saber cómo puedes ayudarlo durante esta etapa.   También haz cambios pequeños para mejorar su calidad de vida como pareja.  Hacer ejercicios, comer más saludable y compartir actividades puede ser un buen comienzo. Explorar tu espiritualidad y la de tu esposo también puede ser de ayuda, y encontrar personas o grupos que compartan esos mismos intereses puede ser una manera de mantenerse motivados.Si tienes más preguntas o preocupaciones sobre el tema, ofrezco teleterapia en Texas y Consejería Tradicional en Puerto Rico, llama al 787-466-5478 para más información.",0,155,train,22,633,2,28,68.77,35.14,False,True,0,0,0,2,[],[]
224,224,55,Why do I feel worthless and tired?,I always feel like I'm doing something wrong. Everything I do is crappy. I want to cry all the time. I can't eat or sleep.,https://counselchat.com/questions/why-do-i-feel-worthless-and-tired,depression,Samara PerezAre you ready for change? Let's make change happen.,https://counselchat.com/therapists/samara-perez,"You are describing some of the most common symptoms of depression: low self esteem, difficulty sleeping, changes in appetite, sad mood, feelings of hopeless and feelings of worthlessness. A full assessment/evaluation with a mental health professional is warranted to understand if indeed you meet criteria for a Major Depressive Disorder i.e.., are delressed. One thing I often tell patients is that ""Do you think you are depressed?"" People often answer yes or no, but many individuals respond with a question: How would I know? To that I often explain that if I stopped watching movies or better, stopped enjoying watching movies that would be a clear indication for me that I am delressed. It would be a sign that I have lost pleasure or interest in the activity that I typically enjoy most . I'll ask you to think of one activity which you really really enjoy.  It could be anything from reading, to being with friends, to skiing to watching tv.  I would like to now ask you if you have stopped enjoying that activity or can't find the motivation to engage in it? This is another symptom of depression: loss in pleasurable activities. The good news is that there are many effective, available treatment if you are indeed in a depression or simply, you want to modify/decrease your depressive symptoms i.e., you want to stop feeling so tired and so worthless. Treatment includes one or more of the following: psychotherapy, medication, exercise. Any one or combination of both of these can help to improve your mood. The even better news is that feeling that you are doing something wrong can diminish with appropriate treatment over time.  I hope you find this information helpful. The most important next step is to get evaluated by a mental health professional typically a psychologist or psychiatrist, and for both you and the professional to better understand your symptoms and your mood in the context of what is going on in your life.",0,112,train,25,333,4,20,92.2,57.06,False,True,0,0,0,0,[],[]
239,239,61,"I'm a mess physically, mentally, emotionally, and spiritually","I'm in my late 50s. I never loved or have been loved. I need deeper help than is offered in my small town, but I cannot leave this town because of agoraphobia. I find myself losing hope more and more. My brain barely works anymore, and my memory so small, I forget in a moment. I serve no purpose. I'm incapable of work or anything of value, and I never have been. I’m a complete waste of time and resources, and yet I keep trying. Why? Why does God insist that I continue to exist? I’m not suicidal, just tired.",https://counselchat.com/questions/i-m-a-mess-physically-mentally-emotionally-and-spiritually,depression,"Lynda MartensMarriage & Family Therapist, MSc, RP, RMFT",https://counselchat.com/therapists/ms-lynda-martens-london-ontario,"Hi Oak Harbor,My heart goes out to you. Sometimes when I'm working with a client who experiences depression or anxiety, I ask them for a glimpse into their worst moments in their minds. ""What are the worst thoughts that run through your head?"". Often they struggle, perhaps out of shame; maybe they don't want me to know their worst thoughts. But I can help them better if I do know, because then we have a place to work from. You are feeling hopeless and worthless, and your thoughts support these intense emotions. I don't know you, but I strongly believe that you have someone in your life who, if they heard your thoughts, would say ""That's not true. I know where her value is."" I believe that there are people who would see your value clearly, even if in small things. Can you imagine those voices?You mentioned God, so let's invite God into the conversation. What might God say to you? What evidence might God...who sees all..have of your worth? What hint might God give you about your purpose? You suffer from severe anxiety, and the agoraphobia works together with fear; they're a tag team. Fear tells you perhaps that people will reject you (or something equally bad), and then agoraphobia steps in and traps you and uses as evidence the fact that no one seems to be reaching out to you to convince you that you have no worth. Do you see their plan? Make her scared... keep her here alone...convince her it's hopeless. They both try to convince you that they are your only friends, except they're lying to you. They only want power over you.You forget your worth. You forget that we all have worth. No one is a waste. I believe all God's creatures have worth, and that we're here to use our gifts to improve the world, and to remind each other of our value. There are people out there needing your support as much as you need theirs. Can you find them? My guess is you've been alone and isolated for a very long time and it's impossible for you to see your worth in this situation. We need mirrors to see our worth and other people are our mirrors. We see our value in their eyes. Do you remember the first time you questioned your worth? What was happening that you blamed yourself for? Can you speak to that child and tell her (or him) that whatever's happening isn't her fault? It's that child who cannot see her own worth, probably because someone treated her as though she had none. That's only a story though; not the truth. Can you find another thread of a story? Who might tell a story of your worth?Oak Harbor, I believe that there is help closer than you think. Fear wants you to believe it's hopeless. You reached out here...can you reach out again? Start with just one person, and that will lead you to somewhere. We don't know where that somewhere is but could it be better than sitting alone? You've stopped living. You can choose any moment to start. I wish you peace and hope. :)",0,101,train,102,538,11,51,81.31,87.31,False,True,0,0,0,0,[],[]
240,240,62,My husband makes me uncomfortable about sex,"Both of my parents committed suicide together, and I was the one who found them. I suffer from overwhelming depression, which is having an extreme effect on me and my husband’s sex lives. He does not understand at all and is always making me feel so uncomfortable about sex.",https://counselchat.com/questions/my-husband-makes-me-uncomfortable-about-sex,depression,"Robin Landwehr, DBH, LPCC, NCCMental Health in a Primary Care Setting",https://counselchat.com/therapists/robin-landwehr-dbh-lpcc-ncc,"Hello, and thank you for your question. First, I want to tell you how sorry I am for the experience you had with your parents. That is a grief and trauma that is certainly hard to imagine. Trauma and grief can affect us in many ways, and certainly deeply personal things like our sex lives. It may be difficult for others to make the connection, but it is there. So, for example, if stress and trauma make you feel like you are not interested in sex, a partner may take it as a personal rejection rather than response to stress, trauma or grief. If your husband will agree to it, couple's counseling may be your best bet. A counselor can help you with your communication and may be able to provide some education to your husband about trauma and how it can have an impact on intimacy. If he doesn't agree to go, it may be worth it to go on your own. You still have a lot you are dealing with yourself. And sometimes our personally therapy can influence others, so it may be a good idea. It is important to remember that even though you are married you have the right to make decisions about your body, and that includes when you want to have sex with it. I hope this is helpful, and some of my colleagues may have ideas, also. Be well.Robin J. Landwehr, DBH, LPC, NCC",0,153,train,50,242,3,16,61.33,74.37,True,False,0,0,0,0,[],[]
241,241,63,"If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting?","I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help.",https://counselchat.com/questions/if-i-am-trying-to-stop-self-harming-and-i-seek-help-will-i-need-to-be-put-in-an-inpatient-setting,depression,"Nicole StoneAnxiety, relationship crisis, and the separation/divorce experience.",https://counselchat.com/therapists/nicole-stone,"Seeking professional help does not mean that you will necessarily be admitted into an inpatient setting - though  to be honest, that can become an option if you feel unsafe or if you are unable to plan for safety. However, many clients who struggle with self-harm can find help in outpatient settings - particularly those which offer a treatment called Dialectical Behavioral Therapy (DBT). Looking for a DBT professional or group therapy setting may be particularly helpful, but a skilled professional can help you to figure out how to identify other options even when you are experiencing overwhelming emotions. Without knowing your location, I also recommend searching to find your local helpline or suicide prevention hotline. The volunteers on the other end of the line can be very helpful even if your intention is not suicide and they are likely also to be able to connect you with resources in your area. Calling into the helpline may also be a first step alternative to self-harming when you're feeling overwhelmed.",1,79,val,47,169,4,6,52.71,34.58,False,True,0,0,0,0,[],[]
261,261,80,How do I get rid of depression?,"I've been feeling worthless, unaccomplished, and so frustrated. I want to break things, hit myself, run away, kick, scream, and cry. I just want to be happy and outgoing again. I want to be able to take care of my daughter and live comfortably.",https://counselchat.com/questions/how-do-i-get-rid-of-depression,depression,"Lynda MartensMarriage & Family Therapist, MSc, RP, RMFT",https://counselchat.com/therapists/ms-lynda-martens-london-ontario,"Philadelphia, there is help out there. For your daughter's sake, start somewhere. Feelings are only that; your worst fears about who you are are only based on a few moments that haven't gone well. Depression is so treatable, but you have to seek treatment from a professional.Here's a quick exercise for you to do that can show you how therapy might work... fear is telling you the worst possible story of your life, right? So... if there was an opposite story...the very best story that someone could tell about you and your life...what would that be? Who would be telling it? Someone who loves you? Someone who was around you when you were that outgoing person? Someone who's been watching your life from the start? God? Write that best story. I dare you to give it as much credibility as the worst one. Therapy is often about helping people reject their ""worst stories"". I invite you to start exploring with a qualified therapist whatever barriers stand between you and your best life. I hope you reach out soon. :)",2,210,val,44,181,4,21,76.46,80.77,True,False,0,0,0,0,[],[]
299,299,106,I get so angry that I want to explode,"I've got so much anger. I don't know how to control myself. My girlfriend screams at me all the time, and sometime I don't know how to deal with life. I'm very depressed and angry. I feel lost.",https://counselchat.com/questions/i-get-so-angry-that-i-want-to-explode,depression,"Lynda MartensMarriage & Family Therapist, MSc, RP, RMFT",https://counselchat.com/therapists/ms-lynda-martens-london-ontario,"Hi Campbell River, You say you have anger but you don't mention how it shows. Or maybe it doesn't. Are you aggressive with your girlfriend? Since you mention depression, I wonder if you're bottling it all up somewhere instead of letting it show at all. If this is the case, I admire your ability to not lash out at someone who's hurting you. However, if they are totally  unexpressed, anger turn inward and shift into depression. When she yells at you, what do you do? Is this the moment that you feel the most angry? I wouldn't be surprised; anger is a normal response to someone yelling at you. Something about anger...it's often there to cover up our more vulnerable emotions. Under the anger I wonder if you feel worthless, powerless, scared, unloved. Part of the trick to reducing anger is identifying those other emotions and expressing them. You say you don't know how to deal with life, and I think maybe you mean you don't know how to deal with emotions. Lots of people don't! This is confusing for most of us. What am I feeling? Why is it so strong? I'm afraid to express it for fear of hurting someone (or falling apart, or feeling alone...). How do I know what to express and what to be quiet about? These are all great questions to ask yourself, and a qualified therapist can help you sort it all out and support you in your growth. I wish you well!",1,74,train,38,251,5,23,92.26,78.46,False,True,0,0,0,0,[],[]
313,313,120,"My ex-boyfriend is with someone new, and it hurts","I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in love with him. A couple days after our breakup, he was talking to someone new. He told me he wasn't sure if he loved me. I cried for several days, lost my appetite, and couldn't sleep. Our whole relationship was only us. We didn't have friends. It was me and him against the world. We didn't talk to anyone else because we only wanted to talk to each other. We hung out constantly and Skyped to sleep every single night. Then, when I cut myself, we talked on Skype. He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy. I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed. He promised and assured me he loved me. He came over after that, and we had sex because he wanted to. He went the home that night and told me he didn't love me, and he lied because he was scared. He told me I wasn't attractive, I wasn’t beautiful to him, and that I changed. He also told me he was 100% sure he'd never love me again. I'm still in love with him. Why do I love him? How do I stop? Just knowing that someone else is with him hurts me. That I wasn't good enough and that I'm no longer beautiful hurts me. I think I need a therapist, but don't know if I should.",https://counselchat.com/questions/my-ex-boyfriend-is-with-someone-new-and-it-hurts,depression,"Margaret Van AckerenMA, LMFT",https://counselchat.com/therapists/margaret-van-ackeren-yorba-linda,"I am very sorry for the pain you are suffering. Losing the most significant person in your life is extremely painful and breakups are often equated to a death. There will certainly be a grieving process that you go through and time passing will allow the hurt to subside. With that being said, seeing a therapist is highly recommended as it sounds like continuous support may be necessary for healing to take place. Anytime sadness causes thoughts of suicide or self harm, it is important to get help immediately. A therapist can help you by validating your feelings and what you are going through, while also working with you to move through the grieving process, adopt new hobbies, social outlets, and goals for your future. While starting over and trying out new ways of being may seem like a daunting task, it will only make things easier and give you a sense of hope and purpose for your future. With the new year right around the corner, this could be viewed as a good time and opportunity to get reaquainted with yourself and set goals related to living a more fullfilling life. Hang in there. With a support system in place and a healthy mindset, things can only get easier. Best of luck to you!",3,135,train,299,215,26,11,87.64,66.59,False,True,0,0,0,0,[],[]
326,326,135,How do I get over a slump?,"I don't know what's wrong with me. At times I can be really happy, excited, I'll talk fast, and I want to do things. But lately I've been staying up way later and sleeping too much. I don't hang out with friends, I don't really have them. I feel nothing, worthless. I want to do nothing, I have no interest in anything.    All I usually do is stay in my room. I want to be happy, I want to be nice. What's wrong with me?",https://counselchat.com/questions/how-do-i-get-over-a-slump,depression,Danielle AlvarezLicensed Professional Counselor,https://counselchat.com/therapists/danielle-alvarez,"I'm sorry to hear that you are feeling as if you're in a slump. First of all, nothing is wrong with you. Many people report similar symptoms. Have you ever talked with a physician regarding your symptoms? Two extreme emotions such as feeling extremely happy and then feeling extremely low for a length of time may indicate a mood disorder. I think it would be best to talk with your doctor or a therapist to help pinpoint the issue causing them.It's possible that it could just be certain stressors in your life that are causing the two extremities but you definitely want to rule out any mental health issues. If it is in fact mental health related there are many medications or therapy choices that can help. Thanks for reaching out! I hope that you will feel back on track soon!",1,202,train,85,142,9,10,92.74,70.29,True,False,0,0,0,0,[],[]
364,364,146,"How do I get over ""imposter syndrome""?","I'm dealing with imposter syndrome in graduate school. I know that by all accounts I am a phenomenal graduate student, and that I am well-published. I am well liked by students and faculty alike. And yet I cannot shake the feeling that I'm going to be found out as a fraud.    How can I get over this feeling?",https://counselchat.com/questions/how-do-i-get-over-imposter-syndrome,anxiety,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"First step is to remove the label of your behavior as a syndrome and instead understand the reasons for it.""Imposter syndrome"" sounds like a name someone made up to write a book and have lots of people buy it bc it gives the feeling they know themselves by calling themselves this name.Instead, consider your own unique qualities including your fears of being recognized as adding value to people's lives.If you were told growing up that you're worthless, or if your chosen career goes against family advice and expectations, or if you simply are a shy person, then these would be the starting points to understand your reluctance to believe in yourself.The more you understand yourself and trust the truths you find as to who you are, the less you will feel fraudulent.Good luck in your career work!",1,137,train,59,142,5,6,78.71,61.87,False,True,0,0,0,0,[],[]
394,394,148,I don't want to keep going back and forth between my parents' houses,I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and suicidal thoughts and self-harm in the past.    Currently I'm going through anxiety and my thearapist is not available. How do I handle this?,https://counselchat.com/questions/i-don-t-want-to-keep-going-back-and-forth-between-my-parents-houses,anxiety,Earl LewisRelationship Expert,https://counselchat.com/therapists/earl-lewis,"Sounds like a lot is going on right now at such a young age. I'd start with discussing with mom your concerns and ideal situation. I'm unsure what prevents you from staying there, but whoever you are staying with, it should be brought to their attention. In regards to your anxiety attacks, deep breathing is always a benefits. I have a link you can use to help to do this online if you are interested. In addition, finding ways you usually cope with anxiety and what's worked before can help and if it isn't, exploring new way to calm you down can be beneficial. This is something you can speak with your therapist about going forward when they are available.In regards to feeling suicidal: I would call suicide prevention hotline (You can google them) if you truly feel the ideation is getting worse. They are professional agents who can speak with you about your ideation and help you through the process. Hope this helps.",1,133,val,55,165,6,10,82.17,71.13,False,True,0,0,0,0,[],[]
499,499,184,How do I deal with all of my disorders?,"I have attention-deficit/hyperactivity disorder, posttraumatic stress disorder, anxiety, anger, and memory problems. I can't work. I have no income. I'm on medicine, but I feel worthless. I want to be normal.",https://counselchat.com/questions/how-do-i-deal-with-all-of-my-disorders,anxiety,"Sarah McIntyreSarah McIntyre, M.Ed., LPC",https://counselchat.com/therapists/sarah-mcintyre,"I am so sorry to hear that you are struggling.  It sounds like you've had a traumatic experience that has impacted your life in many ways.  Without knowing much about your history, I wonder if the trauma you suffered has lead to the anxiety, anger, and memory problems you are dealing with, in addition to PTSD.  I would encourage you to look for a trauma therapist who offers a sliding scale or pro bono services.  There may also be community mental health services in your area that offer free therapy if you are eligible for grant.",0,123,train,33,96,5,5,46.32,57.8,True,False,0,0,0,0,[],[]
